,Comments,Labels
776,Nicole Moorghen leffet ban pou dan limmediate de tte facon! Mais esperons ki tou vas bien pou ban dimun kin all fair vacciner!,0
777,1% si m Pas croire zot 🙄,0
778,Fami are Dr Jagujpal sa !,0
779,Fer li ou moi no merci docteur jesus pour protege nu li lille maurice pour jesus pa pour docteur,0
780,touyé pas laisse mort comme dit 1ancien dans mo l'endroit,0
781,Pascal Scalpa Saide Fort nette ca bro.,0
782,"B kifer p fer nous signe sa form la avant vacciner? Eski ti fer nous signe form avant fer vaccin polio, tuberculose, rubeole etc NON..... b kifer aster bizin nous consentement avant vaccine nous?? Enan buku zone d'ombre ladan.... 1 kestion PLUS IMPORTANT ENCORE..... SI 1 DIMUN FINI FER VACCIN LA, ESKI LI KPV INFECTER BNE LEZOT ki penkor vacciner??? Si oui b si mo vaccine moi et dan mo lakaz enan 5 dimun ki pas vacciner b mo pu infecter zot????",0
783,Kmbien kas to gnr pu coz sa bout la,0
784,Queeny Diana aster to zafair payer to cozer to gagne kas,0
785,Queeny Diana to enkor pareil😄😆🤣😅,0
786,Kiran Hanzary to kne tw,0
787,Si pa truve loll ou a truve atma.,0
788,ARRÊTE VINE EMBÊTE SA BANNE DIMOUNE MALADE LA DÉJÀ ASTERLA TO DIRE ZOT FAIRE VACCIN QUI PAS MÊME TESTÉ ZOT AVANT SI ZOT POSITIVE OU NÉGATIVE CE VRAIMENT N'IMPORTE QUOI,0
789,"Pou moi C pas le vaccin le problem, mais sa formulaire ki zot pe fer signer la. Le PM bizin prend sa au serieux.",0
790,Mamode Rafiq Bheenick bien dit bye formulaire q grand problem la pa vaccin,0
791,Comier kass zot ine gagner pu koz menti??? 😕😣 Met la vie innocent en danger!!! Ban Dr mem pli grand danger!!,0
792,Bann ki ena complication asthmatic ..leprossion.. bronchit.. eski zot safe avek sa vaccin la,0
793,To sure ki to p dir la doc shamloll??,0
794,Si to ti ena cv lor to la tet mo ti k pav al fer vaccin la😏,0
795,Kifer dimoune bizin signe consent form ? Eski gouvernement maurice Pena confiance avek sa vaccin ki zot ine gaigne cado c’est pour cela?,0
796,Pourtant mo cardiologue dire moi pas faire bien bizarr tout ca,0
797,Déjà nu dans bese laisse nu trankil aide nu à remote nu moral pas vine décourage nu bon dieu même pas pe écoute nu tout vini déclare bel specialist,0
798,Grand grand chercheur spécialisé dans la médecine pas capave assurer vaccin so efficacité lot vini lot dire ou cmo sa comsa fairfoot zot pas koner,0
799,"Dir fran gagn droit mais li "" at your own risk """,0
800,"DR SHAMLOLL FINE GAGNE ALZHEMER, DR SHAMLOLL FER VACCIN LÀ TOI EK TO BANNES FAMILLES AVANT GUETTE VACCIN KI SO L""EFFET LOR ZOTTES LE CORPS AVANT, APRÈS DR SHAMLOLL TO VINE DONNE NOUS CONSEILLE KI BIZIN FER PARCEKI DR SHAMLOLL TO PAS KAPAVE VINNE METTE LA VIE SA BANNES DIMOUNES LÀ ENCORE PLI EN DANGER ...",0
801,"Jete un coudeuil enba
To pou kone couma to pou resemble sans cheveux",0
802,Consent form la zot pa p dir naneir,0
803,In change refrein la la bizin ré al écoute bien ou p rode dimunier nou nou trop bcp trop de Bouches à nourrir 😂👂🤔🤔🤔,0
804,Comien tone rempli dan to poche pu mank sa ici.,0
805,Demane li si li pou responsabilité si arive nou kite soz kan nou fini faire vaccin la . Faire li signé li si,0
806,B kifr tne dir sa..... kifr tne dir sa bondier toi???😂😂😂😂😂😂,0
807,Tang p sorti dn troo,0
808,Li ENA toupé pou vine dire sa l'or média zot pe zouer ar la vie dimoune zot pe rode envoyé tous banne cardiaque ek diabète manzer arrêté ar zot couyounade Vaccin la,0
809,Surement li em kin fabrik sa vaccin la,0
810,En tout ka moi non,0
811,"li p faire canvassing pou li mem pou qui li gagne beaucoup malade
come sa li pou faire beaucoup case quo pou permet li al sejourne a Disney land en famille",0
812,Pas pe oblige personne fer vaccin.iu decider si ou envie.chaquene so opinion.sa meme ena ene consent form.pe vine pile lor docteur parcequi zot plis expert zot .,0
813,"Moi mo diabetique,mone faire vaccin et tous ine passe correct,pas fine gagne la fievre ou douleur,mais mo ena mo ban cam ine gagne ti la fievre et jour apres zot ok.",0
814,MO dire Dr la MO Faire vaccin la si MO Gagne kitsoz li Vin dedomage moi dire li PA jouer bouree,0
815,Nepli comprend. P vine folle r sa bne la. Ene coup dire x ene lot coup dir y... ki vrai pas coner🤔🙄😒😔😭,0
816,Met ene vaccin dans to trou maille shamlo,0
817,Bien quel sont les composant du vaccin docter et ou vraiment ocourant des c q ena dans vaccin la,0
818,Ok b n kidney donor alors li osi kpave fair vaccin la,0
819,Hey al kasitte to p declare expert coumadir twa kin fabrik sa.,0
820,Finalment tou dimoune kav faire vaccin..mais zis maurice pena problem et lot pays banla fou zot p aret vaccin la.,0
821,MERCI BIEN DOC. AU MOIN MO FINE GAGNE ENE BON NEWS KI PAS BIZIN DEBAT,0
822,Banne ki asmatic capav fer vaccin,0
823,Sa in mangé sa comie zor in donne toi,0
824,Thierry Joseph 3 millions sa,0
825,Et mo sure et certain q docter LA pas pour repone,0
826,Il est tombé sur la tête celui la,0
827,Thanks Doc! precise and up to the point!👏🏼,0
828,Non merci mo deja diabetique asmatique ek anemie ..,0
829,Bisin ena WAP pu fer vaccine. Cote dimune seki ena problem cardiac pu alle fer vaccine? Gov panne donne asser information.,0
830,Eta ki to pé rode toui tout dimounn toi doc toi ta oubien eli and son,0
831,Jumeau jugathpal sa sana ti zoreil pou li pas encore vine longue aster li p apran koz menti,0
832,Oui tout capave se faire vaccinner! Facile! Du moment to signer eh bein nimporte ki lichien vine dire toi to capave fer vaccin puisque to meme pas pu capave poursuivre li apres.,0
833,Arv Arvind ask him kifer line dire sa.. Bondié li,0
834,Denis Cheekoussen eh bein ouii.. Stratégie sa,0
835,Smita Beekharry 🤣 🤣 🤣 🤣 🤣 🤣 non mo envi dir li dernier bout la moi to pa bondieu b....,0
836,Diabetic cardiac vacciner apres nous crever to merde toi,0
837,Laaa tou docteur pu dir piquer la bon la....,0
838,கேசவன் முருக்கியா kan banela ouvert frontier to alle reste lor montagne zozo..ou p zouer la ou .,0
839,Ti moment fer ti moment pas fer ene badinage ca pou zotte,0
840,"M pna virus r moi ,,p met antivirus r moi !",0
841,Mooginee Rungasamy ztte p rod cobayes😅,0
842,Ki model Dr toi ..man pour humain meme,0
843,Vellen Appavoo V li mem ki en charge Cardiac Centre Dan lopital Civil fek gagne promotion sa,0
844,Et pour Les patients asthmatique ????,0
845,I like Dr. Samloll intervention he was on the spot,0
846,Al ferfoute ! Ki zot p pran dimoun ?,0
847,Moi jai fais mon Vaccin AstraZeneca mo prefere ene vaccin Mo pas oule Mort avec Covid,0
848,Any St Medar b ou p alr mort pli bien la madame avec tout respect sa vaccin la pour instant ou pas pu gagne narien mais dans 5 mois ou plus ou commence gagne bann sytome,0
849,Pas grave min fils medecin mo prefer Mort are vaccin Qui Mort avec Covid,0
850,Any St Medar ok que Dieu vous donne le paradis,0
851,Incha Allah,0
852,Really? Good then!,0
853,Tou ban sham fer twa lol....premier sham mathoora ek so 6 km aster ggne sanla 🤣🤣🤣,0
854,Mo ti pnC jagatpal sa,0
855,To coco pike,0
856,Et peuvent signer la forme aussi.,0
857,"Doc lire sa apres ou zaza svp merci:
Réflexions du Prof. Christian PERRONNE sur le vaccin contre le Covid-19
Chef du service des Maladies infectieuses et tropicales de l’Hôpital de Garches - FRANCE Texte complet ICI

« …les premiers « vaccins » qu’on nous propose ne sont pas des vaccins, mais des produits de thérapie génique. On va injecter des acides nucléiques qui provoqueront la fabrication d’éléments du virus par nos propres cellules. On ne connait absolument pas les conséquences de cette injection, car c’est une première chez l’homme ».

« …ainsi un ARN étranger à notre corps et administré par injection pourrait coder pour de l’ADN, tout aussi étranger, qui peut alors s’intégrer dans nos chromosomes. Il existe donc un risque réel de transformer nos gènes définitivement. Il y a aussi la possibilité, par la modification des acides nucléiques de nos ovules ou spermatozoïdes, de transmettre ces modifications génétiques à nos enfants ».

« Les personnes qui font la promotion de ces thérapies géniques, faussement appelées « vaccins » sont des apprentis sorciers et prennent les Français et plus généralement les citoyens du monde, pour des cobayes ».

« Je suis d’autant plus horrifié que j’ai toujours été en faveur des vaccins et que j’ai présidé pendant des années des instances élaborant la politique vaccinale. Aujourd’hui, il faut dire stop à ce plan extrêmement inquiétant. Louis Pasteur doit se retourner dans sa tombe.

La science, l’éthique médicale et par-dessus tout le bon sens doivent reprendre le dessus ».",0
858,"Enfin nepli cone.. Tu Doctr pe per pu dir franc..
Lais fini fer sa 2em dose vaccin, lerla nu pu cone..",0
859,"Cardiaque 😬, asterr mo vilain",0
860,Merci,0
861,Oomesh Shamlollspot on!,0
862,Fabiola Dalayla Laboucherie Wen Jen Zairah Delayla,0
863,bez sa,0
864,Ala li avoy zot tu manger,0
865,Sa japatpal so demi frer sa,0
866,Hishaam Soydan pa demi sa trois quart sa,0
867,Prouve nou sa avan,0
868,Tikesh,0
869,You make me die,0
870,pagla bhagat,0
871,Hv already gone it.,0
872,Dan Maurice tou dimoune Docter,0
873,Fer li To mm mo pa le,0
874,Thks,0
875,Khushi Shamloll,0
876,Jaabir,0
877,Aster zot mort pli vite,0
878,Cindy Boncoeur net.... 🤣🤣🤣🤣,0
879,Cindy Boncoeur ecoute mo décé coco. Pas blier dire sa ki ti ene bon dimoun 😂,0
880,To fine simik docteur,0
881,Nobin Rishini check sa,0
882,Pravi Jug Singh lesli mo ac ena problm r boug la papa ooo lamem li p re malad la. Ici sa madam ti cot moi lot fois la ine fer li encre malad,0
883,E avant fer sa fer toi sign sipa ki papier pren to resposabiliT si to malad donc veu dir ena kelkechose ki cloche lolzz,0
884,"Rishini Nobin Wei zot p fer toi sign form la
Less li mo mor cumsa sa mem",0
885,Sanjana C. Juhora,0
886,T knei bousou,0
887,Ravish ẞëñZømā to kne tamokass,0
888,Sanjana C. Juhora,0
889,Ravish ẞëñZømā,0
890,Couma dire p avoy labbatoir,0
891,Karlita Lecordier ahahah varla to rappelle kan nou ti pou alle fr test covid la?,0
892,Joyce Hennequin,0
893,Ashou Reva Reva,0
894,Ashvin Pokhunram oui bro,0
895,GOUVERNMENT PE PREND MAURICIEN POU COBAILLE,0
896,धन्यवाद,0
897,धन्यवाद,0
898,Ak Il,0
899,Jagatpal so frere,0
900,That smile though 😏,0
901,Louise Marie Achille,0
902,Thanks DOC.,0
903,Sakir Nilkuntee,0
904,Ketten Ramdoyal,0
905,Ketten Ramdoyal,0
906,P fr ale alabatoire sa,0
907,to nom p dir zis tou 😂,0
908,Reflechi bien avan faire sa vacin la,0
909,Steve Steeve Dupré,0
910,Ene lot snela.. Jagatpal to frer sa 😂😂,0
911,Very informative Doc 👍,0
912,Heerah Singh Ramburuth watch video of doctor Gunesh then tell me if its informative or contradictory,0
913,🙄,0
914,Dr shamloll bien expliker.,0
915,Julien de Robillard,0
916,Amen,0
917,Mohammed Hassarup,0
918,Li fou sa,0
919,Proof of research plz,0
920,Fabiola Elza 😱😱🤦‍♀️🤦‍♀️🙊🙊🤷‍♂️🤷‍♂️,0
921,Yona Kenny Philippe,0
922,Fabiola Elza,0
923,Sylvana Govinden,0
924,"Zis magasin ki pas ouvert dan vide cause pena lockdown.. pauvre sa bann guard lor auto route la p perdu zot le temps r Check tous véhicules kan tous dimoune en dehors..
Bzin met full lockdown pu aret sa..",0
925,"Bella Donna
Exactement",0
926,Nous dévons nous même être responsable et nous savons ce qu'il faut faire voilà,0
927,Eh oui...ici lor lacroisé e enba laboutik dimun p consome lalcole en groupe com dabitude😏,0
928,Bella Donna ki lendroit ki dimun pa pe ecoute svp,0
929,Nan Dinee partou sa mo croire ek sa fausse lockdown la la police meme in plein r sa p don Wap ki serti p fer group meme partou,0
930,Geeani Luximon partou ena dimoun p sorti dan zone rouge ki in gagne WAP pu fer livraision di pain tou port a port,0
931,Vanishta Purran ici ou p rod pran tpu precosion posible pou ou zenfan me a quoi sa ser kan dan lentouraz tous dimun p sorti..mem marchand legumes e oeufs p paser dimun p entourer..poufff,0
932,Sipoze kit dan laboutik phoof,0
933,Vanishta Purran b ou ou kv fer ou provision b pas tou dimoune kine. Kv fer madame ena dimoune p dormi cent mange,0
934,Nan Dinee ceki comprend bon ceki pas comprend bez meme,0
935,Mo aussi mo rest dans londre mo en frontline worker plus mo meme mo besion faire mo shopping ena lockdown mais dimoune peu followed the rules. Tou la boutique mange chemise overt . But ou besion met ou 😷 and SD . Government Maurice so shopping peu delivery qui faire li pour cassé la tète avec banne dimoune 🥲,0
936,Ti bizin met 1 full lockdown pendan 2 semaine. La m sire pu extend sa,0
937,"Akno Esp
Exactement",0
938,Sa ban nouvo cas la laboratoire arriver detecter zis dans la soirée sa. Kan Dr Jagatapal cozer pas p gagne nouvo cas pendant la journée,0
939,Kishan Daworaz p montrer ki banla p travail bien dure... mem dan la soiré...,0
940,Kishan Daworaz jagatpal li bisin pa koser li🙄🤣,0
941,Nouvo variant la sa.. Li fluorescent e decouvert li zis dan noire.. 😜,0
942,"Kishan Daworaz
Je pense que c'est le bilan de la journée
ILS font ça partout, même en Europe.
Au lieu d'annoncer des cas, tout les 5 minutes. Ils font un comptage sur chaque 24 heures..",0
943,Kishan Daworaz bn cas lougarou sa mo croir😂😂😂😂😂😂 zt peur jagatpal mo croir,0
944,"Vero LA Chiante Le Ministre avait dit que les resultats des tests tombent à douze heures, à 16 heures et pendant la soirée.",0
945,"Kishan Daworaz
Ça veut dire, qu'il fait un ""3 in 1"", comme on dit. Ça rejoint ce que je disais
Au lieu de faire plusieurs annonces dans la journée, il préfère faire un regroupement de tout et annoncer la totale dans la soirée. Parce que psychologiquement c'est pas évident pour nous qui sommes des victimes de ce satanique virus. Notre moral en prend un sacré coup avec ça
Enfin c'est mon opinion à moi, c'est ce que je pense.",0
946,Menka Hansinee Soobrah non la journee zotte all campement,0
947,Menka Hansinee Soobrah Fonctionnaires plus productif kan li travail après so ler travail normal😁,0
948,Varsha Gokul Sewooraz li koz buku pu comprend tigit. So boring,0
949,Padmini Veerabadren Murday totally agree 🤣,0
950,Kishan Daworaz whisky coca travail fer 🤣,0
951,Kishan Daworaz you still believe him?,0
952,Kishan Daworaz moi si mone pose moi la question,0
953,Penan confinement a maurice. Tout dimoune p ale travail normalement,0
954,Ange Lie cot sa,0
955,Sa c'est vrai,0
956,Abdool Rakman b cot moi. Sa quantiter loto lor chemin la. Voisin cot moi tout pe ale travail . Pourtant mo rest circonscription numero 15,0
957,Ange Lie omg 😲,0
958,Ange Lie oui p vine dir confinement pna sa arete embête dimoune,0
959,Diana Prosper penan confinement a maurice dutout .,0
960,"Ange Lie Banela travay dans 15, 16 et 17 meme ou en dehors?",0
961,"Miven Davissen Daniel enan travail ebene ,certain a port louis",0
962,Abdool Rakman Sa quantiter loto ek motocyclette qui lor chemin cot moi. Bisin enregistrer sa pou croire si non pas gagne croire,0
963,Miven Davissen Daniel meme dans ca bnes zones rouges la aussi pe travail,0
964,Saa'rah Doolaur mo croire avec wap gagne droit work,0
965,Ange Lie oui avec WAP,0
966,Ange Lie oui oun bien dire zis pou nom li konfimam,0
967,Tipol oui exactement,0
968,"Kot nous, tou dimoune kav travail si li fini fer l vaccin...",0
969,Abdool Rakman b oui bane dimoune pe ALE travail normalement,0
970,Zis la foire ki pena,0
971,Ban merchant la cuma pu vivre,0
972,Ange Lie eh wie queen c vraie,0
973,Ange Lie oui nou mm p travaille pa facile sa zot fr nou srti dan 1 problème coumsa et ler la cannot pa trop loin avec nou,0
974,"Pli bans la pou laisse Dimoune sorti, pli nous pou gagne Cas encore..
Ki p attane pou met sa Couonad ""ÉTAT D'URGENCE"" la ???
L'économie dja à l'arrêt..
Alors, tant ki pou laisse Service essentiel operate et bans ti copain ki ena WAP, ena pena aussi p travail, b quand sa pou arrêter...

Le 25 la ti bizin un deadline pou acheter zot provision..
Le 25 met ÉTAT D'URGENCE pou 15 jours.. Persone pas sorti,partou fermer zis Lhopital ek clinic....
Pena lote solution...
Sinon tire Confinement la nous vivre are Covid la...",0
975,Oliver Jennifer Lys 👍,0
976,Oliver Jennifer Lys très vrai. On en a marre.,0
977,"Oliver Jennifer Lys
Exactement",0
978,Oliver Jennifer Lys sameme ti bizin fer,0
979,Mais combien de personnes ont plus le covid dans les 153 ???? C est bien de dire 153 cas faut aussi dire combien ont plus dans les 153 !!!,0
980,Lelendou Rose bien dis car ils disent cas positive mais cas grave ou en réanimation on a pas entendu.jespere . qu'ils n'ya pas .cest une bonne question .👍,0
981,"Bane cas la kuma dir 🦔🦔 ek 🦇🦇 zot sorti zis a soir... lerla 17hr30 kan li kozé li dir... ""nou fer tant test et a lheure actuel kan mo p koz ar ou pena oken cas""",0
982,Yanick Eleonore bien dire sa🤣🤣🤣🤣🤣,0
983,Yanick Eleonore your absoluty right 😂,0
984,Yanick Eleonore ouii c vrai mm chanT tout les jours moi mo aret ecoute sa moi,0
985,Resultat ban tests kine fer laveille sa??,0
986,Youvraj Potheegadoo apparemment,0
987,"Nu geut n kut si jagatpoil pu vin dir zordi sipa hier soir fine ramas plis ki 40 dimoun fine met en 40/1 dpi canot,",0
988,Ziska zordi pas pe capave vine dire sa patient zero la. Si gagne banne cas dans quarantaine mo daccord mais quand pe continuer gagne cas dans la communauté la li ene probleme parski bisin ena ene dimoune qui pe spread sa dans la communauté.,0
989,Sekter agriculture planter bizin prepare zot terrain. Mechanization terrain n service essentiel nou minis pakon sa li parski li met kravat asize Dan buro. Bientot zot pu dir bizin importe pli bouku legume. Viv lile morice.,0
990,"Public pas pe respecter lock down, pou rest gagner sa",0
991,Naimuddin Ansari bien dir..,0
992,Naimuddin Ansari b dir mw kot monn fotttte,0
993,Li pa neccessaire bane dimoune pa pe respecter lockdown cest a travers contact tracing pe gagne bane cas la,0
994,Naimuddin Ansari yes it's true,0
995,Cas en dehors quarantaine li bien grave sa veut dire virus la p capave contamine ancore dimoune en dehors,0
996,"Sheik Hussein
Malheureusement c'est pas demain la veille qu'on va résoudre le problème",0
997,Dan goodland perna lockdown ena dimun p van dilain kari tu...si mo pa rente dan fb mo pa pu rapel ki ena lockdown,0
998,Prëët Gëëț mo p Vin res goodlands mww... 😂,0
999,Vini coco surtu ena dimun ki pu pli content ki moi si vraimem to vini,0
1000,Sha Heena,0
1001,La foi passer dimoun ti pli vigilant et concerner cet foissi zot p pran li normal.May b u.become wise after the event but still the danger is here.Pa badine ar sa pense ou fami en general.,0
1002,"Vedmika Ghurburrun zot p atane ene mort, lerla zot pou comprends!!!",0
1003,"Marie Syl
Je pense aussi",0
1004,Vedmika Ghurburrun la fois passer ti lockdown 1 mois dan la caze....deziem la coumadire gamate dehors...p travaille tous normal ena supermarché pas p servi metod alphabet narien....si coumsa pu détériorer ...bien chagrin en tou ka...,0
1005,Cas la pu ress augmenter mm parski ena fancy fair partou....si ti met 1 vrai lockdwn 2 semaine nu tou ti pu sortir de la mais malheureusement nu ban expert kon zt travail,0
1006,"Shammir Peerbocus
Exactement",0
1007,Shammir Peerbocus bien dir sa,0
1008,Shammir Peerbocus ouai vraie.,0
1009,Shammir Peerbocus alor 2 semain total lockdwn..dimun ki ramass salter la pa pu travail..la police em p gagne virus ..sa planteur ki ena legum la less li fer deficit..c ki ena farm vache less zt mor..c ki travay da pharmacy plito ferm li..1700 dimun da quarantaine pa bizin travailer pu. guet zt ? mo res da londre mon res 1 an da lockdown..dimun ki ena pu travail bizin continuer travail..,0
1010,Shammir Peerbocus cest pas ene kestion Fanny fair sa li ene question de sa patient zero la ki sanla sa ki faire gouvernement pas pe dire nou.,0
1011,Shammir Peerbocus sa 1 coze pa coze zin coumadir fet lor chemin partou,0
1012,"Gilbert Laguette
Sa mo pa pu kpv reponn ou lor la...nu ena ban ministre ki bien qualifiE ici ek tou zot dirigreant imcompetant kma zot mm....nu ti dimun alle bez mort kmsa mm,geT ki ou envi fr mais sa pa zot prblm",0
1013,"Joomun Salim
En touka mo pa p flatter zin,kot mw le nord tire chapo....dimun la p respectE sa confinnmwnt la et tou zafr p mars dan lord....semaine prochaine kan zafr la pu vin pli explosif lerla mo ava get ban grand laguel la ki pu dir....2 semaine sacrifice pa p kpv fr mai zot p envi sa confinnment la prolongE zska fin may pu ki zot yen craze bien..",0
1014,Shammir Peerbocus kot mw crk,0
1015,Contract tracing p kass record...enfin bien chagrinant bne cas la pa p diminuE mm seulmt😓😓😓😓😓😓,0
1016,"Sorry avec tou les respect ki mo ena pou bans Mauriciens, mais Eski ena LOCKDOWN dans Mahebourg ???",0
1017,Oliver Jennifer Lys pa zis Mahebourg bcp places coumsa.,0
1018,Oliver Jennifer Lys moi mo habit mahebourg nom ditou pena lockdown dan mahebourg,0
1019,A vacoas c a c calme hier la police ti p passer p coz dans haut parleur pou dimoune rentre la case ..,0
1020,"Sideven Subban Mari sa.. Ena pas met masque tou.. Enfin, bcp pas responsable..",0
1021,Faut vivre avec .travaille avec car cest un virus invisible on peut attraper nimporte ou nimporte quand. Prenez soins et precaution. Oublie le vivre normal. Oubli pas les masque .courage a toutes et a tous 👍🙂,0
1022,"Ornela Moothien
Le problème c'est que beaucoup de personnes le prennent à la légère
Ils en font des blagues même
Rien de voir comment ils portent leurs masques, ça mérite bonne réflexion",0
1023,Ti bizin ferm un peu jour complet sa,0
1024,Sory pu dir zot sa...mais ena lta dimune sans compren...zot fer cumadir pna lockdown ditu ...p cas poz lor chemin avec zot bn cam p met dialogue....ena p group marC partu partu...l journey to truV dimun p al laboutik...cumadir tu normal pu zot....cuma to le nu control virus la si 1ta dimun pa p copere...ek lor la p don wap di pain di beur...mo pa dir wap la pa bon..mais ena dimun abiZ lor la..penkor tro tard si tu dimun copere..prn zot precotion et bn mesieur saniter...nu pu cpv combat li...mais tu res a voir..,0
1025,"Av Ish
Banne sans comprend",0
1026,there should have been a serious lock down for two weeks but I think the decision makers are not up to level. it's not a the pandemic for the second time and only the poor people are being penalized,0
1027,Eski dan port louis ena confinement.. 🤔🤔Tt dimun lor chemin sans masque..,0
1028,Rouksaar Futloo non,0
1029,Rouksaar Futloo to Dan's la France. To conne dimoune pas pe met mask Dan's maurice.,0
1030,Kamal Khan pcq m Dan port louis Maurice. Saki m p trver m p Dir OK,0
1031,Ti dimoune p penalizé péna wap pu travail ceki ena wap p vané partou ici dimoune p marché normal comsi péna lock down p cas poz dan la croisé en group après kan virus pu propagé pu dir dimoune en dehor kine amen sa,0
1032,Nou manz margoz ensam aster. Parski minis ti coner depuis le premier fevrier et li mem ti pe encouraz tou kalite regroupment partou. Chapeau a tous sa ban dimoun qui ti pe al chauffe chaise et tap la mains,0
1033,alor 2 semain total lockdwn..dimun ki ramass salter la pa pu travail..la police em p gagne virus ..sa planteur ki ena legum la le ss li fer deficit..c ki ena farm vache less zt mor..c ki travay da pharmacy plito ferm li..1700 dimun da quarantaine pa bizin travailer pu. guet zt ? mo res da londre mon res 1 an da lockdown..dimun ki ena pu travail bizin continuer travail..,0
1034,P zis Gagne Cas. Mais zotte la santer?,0
1035,And are also leaving red zone for another region.Travail oblige.,0
1036,Brigitte Raymond oui moi aussi je trouve inutile d'isoler cet zone....! malgrer l'isolement île continue à être infecter dautre part ailleurs 🤔❓,0
1037,"Même Chimp n'est pas tombé dans ce piège😁, il vous dit; les gars, La peur c'est ça votre virus, vous avez oublié que ça fait une décennie que l'humain cohabite, bactéries/ Virus y en a toujours eu et ça n'a pas empêcher l'humain de vivre! Vous avez un système immunitaire l'oubliez pas. Le masque à longue durée affaibli votre système immunitaire ( faites le rapprochement) Les traitements naturels ( tisane gingembre citron miel) il y en a pas le besoin d'être piquser! Il y a des traitements médicamenteux adéquat sérieusement aller chercher les informations par vous même donnez vous le droit de penser par vous même !",0
1038,"Bonjour. Je vois que cela augmente. Nous aussi, pour l'instant nous attendons les info. sûrement un reconfinement pour les 3 régions. Bon courage et bonne journée.🙂",0
1039,This will continue till full lock down. This confinement is not respectfully done the way it should be done. Very sad.,0
1040,No it’s not true there are some areas in Mauritius in red they can’t even go out . No transportation either,0
1041,Partou cuma dir fancy fair marchand roti tou p ouvert sa mm pa pu fini avk sa bn cas la,0
1042,Combien de graves ou en rea.resultats y a pas .cas positive mais cas grave combien .jespere qu'ils na pas,0
1043,En quarantaine après combien de jours ? Ou ceux qui viennent de rentrer en quarantaine hier ?,0
1044,Pu gangne dimoun +ve zis ban ki lor 40ten et contact tracing coz la plupart asymptomatic.,0
1045,Mais quarantine la.pas local sa,0
1046,Ti bien dr. Covid la 1loup garou li attack juste la nuit,0
1047,Ouvert labank dans curepipe pareil cuma supermarcher p punit dimun pu narien...... lezot endroit dimun p vivre alaise cumadir pena confinment,0
1048,Ouff fatigue r sa ..dimoune respect lock down svp,0
1049,Faire le positive mais les améliorations ONS ne parle pas .donne des nouvelles des autres pouffes.,0
1050,"There ain't any lockdown ! So many people are attending work in Red zone area !
Employees are coming from different region of the island , to WORK IN RED ZONE AREA !
If this is a good Logic ?",0
1051,Linda Douce pas facile !,0
1052,"Vaccinated people could potentially still get COVID-19 and spread it to others.So masking up and social distancing remains critical.

Les personnes vaccinées pourraient potentiellement encore attraper le COVID-19 et le propager à d'autres.Par conséquent, le masquage et la distanciation sociale restent essentiels.",0
1053,Don Abe agree,0
1054,Don Abe mais cela nous le savons les personnes vaccinés sont toujours contagieuse c’est rien de nouveau,0
1055,Christine Lanari Lucky you...not all people know that..!,0
1056,"Don Abe 100% vrai .
Et si on ne sort pas pour rien d'aller à gauche a droite. Seulement quand il faut sortir a maintenir trs distanciation et masque meme sans vaccin nous vaincrons le covid19.",0
1057,"Hier kan pan tan nouvo cas banla dir krk fr bal mais voila ban frere li pa sa facil ki zot p penser la
Sa ban dimoun ki p trvy face to face r sa ban dimoun la ki pou kone soufrane lorla si ena en bb dans lakaz",0
1058,Nek p donne chiffre toulezour mais zero information important,0
1059,Combien sont gueri????? Sa fait deja 2 semaines,0
1060,Lockdown ahhhh.. dimoune ine prend li à la légère aster. Badinaz net.. l'habitude ici sa.,0
1061,Moi ausi mo pas trouve ki ena lock dow paski beaucou dimoune pe sortie,0
1062,Si par contact tracing sa veu dir virus la li bien pe promener dehors,0
1063,Omg !quand sa pu fini !,0
1064,Tout services in vine essentiel dapres déroulement 🥴,0
1065,Akz samem ban cki zot fami Dan 40 pa sorti reste Dan zot lacaz,0
1066,Morisiens including banne agés p assize en bas la boutique p raconte histoire,0
1067,Zzasif Oume partou dimoun p cerculat normal,0
1068,Vanishta Purran exactly wat the use of lockdown,0
1069,Zzasif Oume mari bez pa ko et ki ministre la p atan pu met li en total 2 semaine zis pu dimuniet sa zone rouge p gagne WAP pu travail tou p fer port a port p vendre du pai,0
1070,Bisarre l'année dernière ti ena guerisons lor guerison la 1 guerit pas encore tanD.. 🤔,0
1071,Thierry Tabelle kan pres pou tire lockdown deux jour avant lerla pou coumence tende guerison miracle bro🤣🤣beaucoup pou guerit lerla kuma pas conner🤦,0
1072,Local la cot sa dire,0
1073,Qui déroulé sa prime number odd number sa,0
1074,Raj Mastermind net hahaha,0
1075,Jason Khalifa pourquoi c'est rigolo?,0
1076,"Contract tracing pou arrive zisca 250 cas ou plis parki dan la prière ti invite 250 dimoune alors pou gagne encore cas tou les jour
Ki bondié donne tou sa bane dimoune la zot la santé",0
1077,Dan cnt ena 2 dimoune rest canot p vine travail 1 la dne so zenfant dan quarantine ki to pou dire,0
1078,"Naziah Panchoo mwa mo dir bizin retourne zot lakaz pa bizin fr zot trvl, Sinon zot cpv infecter nu e aster nu ki bizin prnd sa vin lakaz partage sa avk nu ban fami,",0
1079,mo.pa compren kifr le matin ki ggn bane cas.le soir li dir pena oken cas.ki déroule sa,0
1080,Wendy Etrange Ena mardaille 😘,0
1081,Wendy Etrange kot Ena foté la,0
1082,Danny Marie 😂,0
